atlas	1024	1024	18	21.474	5.202	26.676
g	13	2	2	0	0	0	21.474	21.474	5.04
g	32	28	2	0	0	0	21.474	21.474	5.04
g	33	54	2	2	15	0.9	0.002	14.582	3.744
g	34	80	2	5	5	0.36	10.118	14.582	4.788
g	35	106	2	8	15	0.576	0.002	14.582	8.748
g	36	132	2	8	18	0.702	-1.384	15.914	8.838
g	37	158	2	15	15	0.648	-0.088	14.69	16.038
g	38	184	2	9	15	1.044	-0.16	14.708	10.908
g	39	210	2	2	5	0.36	10.118	14.582	2.286
g	40	236	2	4	19	1.314	-3.49	14.708	5.364
g	41	262	2	4	19	0.522	-3.49	14.708	4.68
g	42	288	2	7	7	0.81	8.444	14.564	7.164
g	43	314	2	7	8	0.45	3.818	11.144	7.47
g	44	340	2	2	5	0.72	-2.356	2.072	3.366
g	45	366	2	5	2	0.72	4.502	5.96	5.454
g	46	392	2	2	3	0.882	0.002	2.144	3.384
g	47	418	2	6	15	0.522	0.002	14.582	6.642
g	48	444	2	8	15	1.044	-0.16	14.708	9.306
g	49	470	2	5	15	0.54	0.002	14.582	6.804
g	50	496	2	8	15	0.738	0.002	14.708	8.604
g	51	522	2	8	15	0.72	-0.16	14.708	8.586
g	52	548	2	8	15	0.72	0.002	14.582	8.694
g	53	574	2	8	15	0.846	-0.142	14.582	8.568
g	54	600	2	8	15	1.044	-0.16	14.708	9.054
g	55	2	30	6	15	0.396	0.002	14.582	6.948
g	56	28	30	8	15	0.9	-0.16	14.708	8.982
g	57	54	30	8	15	0.792	-0.16	14.708	9.036
g	58	80	30	2	8	1.08	1.73	9.524	3.546
g	59	106	30	3	11	1.044	-0.826	10.172	3.87
g	60	132	30	6	8	0.504	3.782	11.216	6.714
g	61	158	30	6	5	0.972	5.15	9.812	7.47
g	62	184	30	6	8	1.044	3.782	11.216	6.714
g	63	210	30	8	15	0.9	0.002	14.708	8.694
g	64	236	30	15	17	1.062	-2.41	14.582	16.272
g	65	262	30	9	15	0.342	0.002	14.582	8.856
g	66	288	30	8	15	1.134	0.002	14.582	9.432
g	67	314	30	8	15	0.864	-0.16	14.708	9.27
g	68	340	30	8	15	1.134	0.002	14.582	9.486
g	69	366	30	6	15	1.134	0.002	14.582	7.326
g	70	392	30	6	15	1.134	0.002	14.582	7.038
g	71	418	30	8	15	0.864	-0.178	14.708	9.63
g	72	444	30	8	15	1.134	0.002	14.582	10.098
g	73	470	30	2	15	1.242	0.002	14.582	4.464
g	74	496	30	5	15	0.126	-0.34	14.582	5.418
g	75	522	30	8	15	1.134	0.002	14.582	8.91
g	76	548	30	6	15	1.134	0.002	14.582	7.146
g	77	574	30	10	15	1.098	0.002	14.582	11.88
g	78	600	30	8	15	1.134	0.002	14.582	9.504
g	79	2	58	8	15	0.864	-0.16	14.708	9.702
g	80	28	58	8	15	1.134	0.002	14.582	8.64
g	81	54	58	8	18	0.864	-2.95	14.708	9.738
g	82	80	58	8	15	1.134	0.002	14.582	9.342
g	83	106	58	8	15	0.702	-0.16	14.708	8.514
g	84	132	58	7	15	0.27	0.002	14.582	7.434
g	85	158	58	8	15	1.008	-0.16	14.582	9.774
g	86	184	58	9	15	0.414	0.002	14.582	9.09
g	87	210	58	12	15	0.648	0.002	14.582	13.122
g	88	236	58	9	15	0.234	0.002	14.582	8.676
g	89	262	58	9	15	0.216	0.002	14.582	8.658
g	90	288	58	7	15	0.684	0.002	14.582	7.506
g	91	314	58	4	18	1.134	-3.31	14.582	6.12
g	92	340	58	6	15	0.522	0.002	14.582	6.642
g	93	366	58	4	18	0.468	-3.31	14.582	5.58
g	94	392	58	7	6	0.612	8.768	14.582	7.974
g	95	418	58	7	2	0	-2.41	-0.952	6.192
g	96	444	58	3	4	1.026	11.018	14.582	5.004
g	97	470	58	7	11	0.45	-0.142	10.55	7.362
g	98	496	58	7	15	1.008	-0.142	14.582	8.046
g	99	522	58	6	11	0.774	-0.142	10.55	7.398
g	100	548	58	7	15	0.774	-0.142	14.582	7.956
g	101	574	58	7	11	0.774	-0.142	10.55	7.578
g	102	600	58	5	15	0.342	0.002	14.06	5.166
g	103	2	86	8	14	0.36	-3.256	10.64	7.938
g	104	28	86	7	15	1.026	0.002	14.582	8.01
g	105	54	86	2	14	1.098	0.002	13.97	4.122
g	106	80	86	4	17	-0.342	-2.626	13.97	4.14
g	107	106	86	7	15	1.008	0.002	14.6	7.722
g	108	132	86	2	15	1.152	0.002	14.582	4.122
g	109	158	86	11	11	0.972	0.002	10.586	12.24
g	110	184	86	7	11	0.972	0.002	10.55	7.902
g	111	210	86	7	11	0.792	-0.142	10.55	7.65
g	112	236	86	7	14	0.972	-3.418	10.55	8.028
g	113	262	86	7	14	0.792	-3.418	10.55	7.974
g	114	288	86	5	11	1.026	0.002	10.532	5.778
g	115	314	86	6	11	0.45	-0.142	10.55	6.732
g	116	340	86	5	14	0.396	-0.142	13.448	5.544
g	117	366	86	7	11	0.9	-0.142	10.406	7.92
g	118	392	86	7	11	0.27	0.002	10.406	6.93
g	119	418	86	10	11	0.504	0.002	10.406	10.584
g	120	444	86	7	11	0.162	0.002	10.406	7.002
g	121	470	86	7	14	0.216	-2.608	10.406	7.056
g	122	496	86	6	11	0.576	0.002	10.406	6.246
g	123	522	86	5	19	0.72	-3.436	14.708	5.4
g	124	548	86	2	18	1.242	-2.662	14.582	4.302
g	125	574	86	5	19	0.792	-3.436	14.708	5.778
g	126	600	86	7	3	0.63	6.176	8.75	8.046
g	160	2	114	0	0	0	21.474	21.474	4.122
g	161	28	114	2	15	0.9	-3.202	11.378	3.744
g	162	54	114	6	14	0.774	-1.42	11.81	6.984
g	163	80	114	7	15	0.036	0.002	14.708	7.164
